LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2022/03/25
Time	13:17:49.1195998191833496094
***End_of_Header***	
	
Channels	9									
Samples	1	1	1	1	1	1	1	1	1	
Date	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	
Time	13:17:49.1195998191833496094	13:17:49.1366000175476074219	13:17:49.1565999984741210937	13:17:49.1746001243591308594	13:17:49.1915998458862304687	13:17:49.2076001167297363281	13:17:49.22760009765625	13:17:49.2466001510620117188	13:17:49.1746001243591308594	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***										
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Untitled 6	Untitled 7	Untitled 8	Comment
	0.000000	172.038659	9.550605	83.698181	-3.593477E-5	-3.817964E-5	-5.162025E-5	-4.362830E-5	-0.266119
	0.155000	176.954950	9.553073	83.687261	-3.691975E-5	-3.892255E-5	-5.201783E-5	-4.418240E-5	-0.277039
	1.155000	163.182895	9.549920	83.691881	-3.675385E-5	-3.874467E-5	-5.128545E-5	-4.275010E-5	-0.272419
	2.155000	174.786629	9.546271	83.682886	-3.529195E-5	-3.869235E-5	-5.199690E-5	-4.278146E-5	-0.281414
	3.155000	183.438442	9.549035	83.676587	-3.560299E-5	-3.842030E-5	-5.230031E-5	-4.360739E-5	-0.287713
	4.155000	175.741978	9.538716	83.664232	-3.512606E-5	-3.873420E-5	-5.219569E-5	-4.375375E-5	-0.300068
	5.155000	177.717082	9.540380	83.669307	-3.536452E-5	-3.854586E-5	-5.198644E-5	-4.279191E-5	-0.294993
	6.155000	202.008711	9.559903	83.661397	-3.569631E-5	-3.887023E-5	-5.146331E-5	-4.240509E-5	-0.302903
	7.155000	173.906420	9.544110	83.668957	-3.527121E-5	-3.938294E-5	-5.202829E-5	-4.325192E-5	-0.295343
	8.155000	182.085926	9.553879	83.664197	-3.530231E-5	-3.912135E-5	-5.217477E-5	-4.394194E-5	-0.300103
	9.155000	174.443133	9.550591	83.656882	-3.557189E-5	-3.800176E-5	-5.064723E-5	-4.368057E-5	-0.307418
	10.155000	168.550025	9.554013	83.622022	-3.525048E-5	-3.794944E-5	-5.009271E-5	-4.388967E-5	-0.342278
	11.155000	185.746308	9.531363	83.629232	-3.507422E-5	-3.825288E-5	-5.160979E-5	-4.333556E-5	-0.335068
	12.155000	163.419049	9.550054	83.626572	-3.464912E-5	-3.827381E-5	-5.160979E-5	-4.317874E-5	-0.337728
	13.155000	182.225471	9.546754	83.668922	-3.587256E-5	-3.879698E-5	-5.203875E-5	-4.318920E-5	-0.295378
	14.155000	177.019355	9.552886	83.669937	-3.621471E-5	-3.873420E-5	-5.123313E-5	-4.307419E-5	-0.294363
	15.155000	185.982462	9.541789	83.668117	-3.514679E-5	-3.907950E-5	-5.171441E-5	-4.360739E-5	-0.296183
	16.155000	168.818381	9.570919	83.668047	-3.593477E-5	-3.923645E-5	-5.149470E-5	-4.272919E-5	-0.296253
	17.155000	187.410118	9.543842	83.658772	-3.558225E-5	-3.911089E-5	-5.115989E-5	-4.261418E-5	-0.305528
	18.155000	179.498969	9.571952	83.638052	-3.639097E-5	-3.871327E-5	-5.121221E-5	-4.301146E-5	-0.326248
	19.155000	167.691284	9.558763	83.627762	-3.625619E-5	-3.800176E-5	-5.049029E-5	-4.321010E-5	-0.336538
	20.155000	178.833445	9.544808	83.617647	-3.653612E-5	-3.771925E-5	-5.062631E-5	-4.328329E-5	-0.346653
	21.155000	171.566351	9.550122	83.623562	-3.471133E-5	-3.822149E-5	-5.189228E-5	-4.290692E-5	-0.340738
	22.155000	180.980297	9.551946	83.635707	-3.526084E-5	-3.830520E-5	-5.197598E-5	-4.323102E-5	-0.328593
	23.155000	162.613979	9.579560	83.635497	-3.577925E-5	-3.789712E-5	-5.220615E-5	-4.359693E-5	-0.328803
	24.155000	181.205716	9.562775	83.613762	-3.451433E-5	-3.777156E-5	-5.188181E-5	-4.292783E-5	-0.350538
	25.155000	175.291139	9.540890	83.605853	-3.532305E-5	-3.895394E-5	-5.334657E-5	-4.338784E-5	-0.358447
	26.155000	189.954138	9.553946	83.600288	-3.603845E-5	-3.807500E-5	-5.175626E-5	-4.262464E-5	-0.364012
	27.155000	188.880712	9.536878	83.599378	-3.663981E-5	-3.806454E-5	-5.185043E-5	-4.266646E-5	-0.364922
	28.155000	168.657367	9.574555	83.600358	-3.674349E-5	-3.870281E-5	-5.218523E-5	-4.201826E-5	-0.363942
	29.155000	183.642393	9.553141	83.601198	-3.659833E-5	-3.921552E-5	-5.275021E-5	-4.215417E-5	-0.363102
	30.155000	179.949808	9.535456	83.602878	-3.588293E-5	-3.858772E-5	-5.317917E-5	-4.394194E-5	-0.361422
	31.155000	180.926626	9.550511	83.602738	-3.549931E-5	-3.893301E-5	-5.300130E-5	-4.348193E-5	-0.361562
	32.155000	170.385583	9.559098	83.599623	-3.492906E-5	-3.900625E-5	-5.361860E-5	-4.369103E-5	-0.364677
	33.155000	174.078168	9.548391	83.596193	-3.504311E-5	-3.939340E-5	-5.346166E-5	-4.378512E-5	-0.368107
	34.155000	176.976418	9.538971	83.601338	-3.646355E-5	-3.971777E-5	-5.312686E-5	-4.284419E-5	-0.362962
	35.155000	183.620925	9.553986	83.601478	-3.585183E-5	-3.921552E-5	-5.318963E-5	-4.379557E-5	-0.362822
	36.155000	178.049844	9.543238	83.594163	-3.665017E-5	-3.990611E-5	-5.194459E-5	-4.328329E-5	-0.370137
	37.155000	181.495541	9.515758	83.595843	-3.639097E-5	-3.948757E-5	-5.185043E-5	-4.346102E-5	-0.368457
	38.155000	183.245226	9.501750	83.587373	-3.656723E-5	-3.925738E-5	-5.205968E-5	-4.323101E-5	-0.376927
	39.155000	197.403714	9.489043	83.573653	-3.548894E-5	-3.951896E-5	-5.323148E-5	-4.394194E-5	-0.390647
	40.155000	192.541094	9.456009	83.570223	-3.534379E-5	-3.963406E-5	-5.260373E-5	-4.400467E-5	-0.394077
	41.155000	188.537215	9.433037	83.565883	-3.641170E-5	-3.933062E-5	-5.275020E-5	-4.309510E-5	-0.398417
	42.155000	186.336692	9.431561	83.573128	-3.543710E-5	-3.948757E-5	-5.351397E-5	-4.373285E-5	-0.391172
	43.155000	188.827040	9.405611	83.566478	-3.682643E-5	-3.992704E-5	-5.223754E-5	-4.277101E-5	-0.397822
