LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	No
Time_Pref	Absolute
Operator	mechlab
Description	Data file
Date	2022/03/25
Time	12:54:15.4826002120971679688
***End_of_Header***	
	
Channels	9									
Samples	1	1	1	1	1	1	1	1	1	
Date	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	2022/03/25	
Time	12:54:15.4826002120971679688	12:54:15.5065999031066894531	12:54:15.5236001014709472656	12:54:15.5426001548767089844	12:54:15.5616002082824707031	12:54:15.581600189208984375	12:54:15.6016001701354980469	12:54:15.6216001510620117187	12:54:15.5426001548767089844	
X_Dimension	Time	Time	Time	Time	Time	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	
***End_of_Header***										
X_Value	Untitled	Untitled 1	Untitled 2	Untitled 3	Untitled 4	Untitled 5	Untitled 6	Untitled 7	Untitled 8	Comment
	0.000000	188.193719	51.344489	87.427281	1.827512E-6	2.085504E-6	1.867338E-6	2.479480E-6	0.050581
	0.792000	176.912013	51.343039	87.439496	1.951937E-6	2.190146E-6	1.888264E-6	2.699051E-6	0.062796
	1.792000	186.368895	51.340718	87.444256	2.180056E-6	2.556398E-6	2.108004E-6	1.758032E-6	0.067556
	2.792000	180.389913	51.352741	87.441911	1.474970E-6	2.252933E-6	2.202177E-6	2.374922E-6	0.065211
	3.792000	188.698229	51.338115	87.442471	8.735712E-7	2.828473E-6	2.819538E-6	2.542215E-6	0.065771
	4.792000	179.767326	51.330278	87.434491	1.163900E-6	1.970396E-6	2.296350E-6	2.354011E-6	0.057791
	5.792000	190.254697	51.344314	87.436311	2.024522E-6	2.692435E-6	2.516089E-6	1.998514E-6	0.059611
	6.792000	186.401098	51.339403	87.444431	2.086735E-6	2.807544E-6	2.181250E-6	2.615405E-6	0.067731
	7.792000	192.401549	51.339134	87.445096	1.744563E-6	1.959932E-6	1.856874E-6	2.510847E-6	0.068396
	8.792000	183.019806	51.360176	87.443101	1.060210E-6	2.064575E-6	1.333688E-6	1.925324E-6	0.066401
	9.792000	176.729530	51.341872	87.443591	1.329804E-6	1.572750E-6	1.689454E-6	2.312187E-6	0.066891
